accession	assembly_name	sample_accession	scientific_name	base_count
GCA_056405915	ASM5640591v1	SAMN42779137	Flavobacterium sp. P1_E4	4521547
GCA_056405935	ASM5640593v1	SAMN42779136	Polaromonas sp. P1_E3	4514103
GCA_056405955	ASM5640595v1	SAMN42779135	Burkholderiaceae bacterium P1_E2	6266526
GCA_056405975	ASM5640597v1	SAMN42779134	Polaromonas sp. P1_E12	4881801
GCA_056405995	ASM5640599v1	SAMN42779133	Polaromonas sp. P1_E11	4651773
GCA_056406015	ASM5640601v1	SAMN42779131	Rhizobium sp. P1_E1	7496522
GCA_056406035	ASM5640603v1	SAMN42779132	Polaromonas sp. P1_E1_2	4593965
GCA_056406055	ASM5640605v1	SAMN42779130	Mucilaginibacter sp. P1_D7	5817242
GCA_056406075	ASM5640607v1	SAMN42779128	Rhizobium sp. P1_D5	6582896
GCA_056406095	ASM5640609v1	SAMN42779129	Caulobacter sp. P1_D6	5222655
GCA_056406115	ASM5640611v1	SAMN42779127	Arthrobacter sp. P1_D4	4797856
GCA_056406135	ASM5640613v1	SAMN42779126	Luteibacter sp. P1_D3	4976680
GCA_056406155	ASM5640615v1	SAMN42779125	Pseudomonas sp. P1_D2	6560148
GCA_056406175	ASM5640617v1	SAMN42779124	Arthrobacter sp. P1_D12	4711340
GCA_056406195	ASM5640619v1	SAMN42779123	Burkholderiaceae bacterium P1_D11	6340291
GCA_056406215	ASM5640621v1	SAMN42779122	Mucilaginibacter sp. P1_D10	6259991
GCA_056406235	ASM5640623v1	SAMN42779121	Pseudomonas sp. P1_D1	6499525
GCA_056406255	ASM5640625v1	SAMN42779119	Pseudomonas sp. P1_C8	6523542
GCA_056406275	ASM5640627v1	SAMN42779120	Chitinimonadaceae bacterium P1_C9	6349549
GCA_056406295	ASM5640629v1	SAMN42779118	Rhizobium sp. P1_C7	6440941
GCA_056406315	ASM5640631v1	SAMN42779117	Roseateles sp. P1_C6	6623535
GCA_056406335	ASM5640633v1	SAMN42779116	Rhodobacter sp. P1_C5	4680815
GCA_056406355	ASM5640635v1	SAMN42779115	Cellulomonas sp. P1_C4	4251671
GCA_056406375	ASM5640637v1	SAMN42779113	Rhodobacter sp. P1_C2	5317090
GCA_056406395	ASM5640639v1	SAMN42779114	Chitinimonadaceae bacterium P1_C3	6569497
GCA_056406415	ASM5640641v1	SAMN42779112	Arthrobacter sp. P1_C12_2	4910294
GCA_056406435	ASM5640643v1	SAMN42779111	Pseudomonas sp. P1_C12	6518932
GCA_056406455	ASM5640645v1	SAMN42779110	Mucilaginibacter sp. P1_C11	7302464
GCA_056406475	ASM5640647v1	SAMN42779109	Massilia sp. P1_C10	4792678
GCA_056406495	ASM5640649v1	SAMN42779107	Arthrobacter sp. P1_B9	4577393
GCA_056406515	ASM5640651v1	SAMN42779106	Rhizobium sp. P1_B8	7405926
GCA_056406535	ASM5640653v1	SAMN42779108	Roseateles sp. P1_C1_2	6385279
GCA_056406555	ASM5640655v1	SAMN42779103	Arthrobacter sp. P1_B4	4414300
GCA_056406575	ASM5640657v1	SAMN42779104	Chitinimonadaceae bacterium P1_B5	6464032
GCA_056406595	ASM5640659v1	SAMN42779105	Mucilaginibacter sp. P1_B6	6627824
GCA_056406615	ASM5640661v1	SAMN42779102	Arthrobacter sp. P1_B3	5211456
GCA_056406635	ASM5640663v1	SAMN42779100	Polaromonas sp. P1_B2	5055467
GCA_056406655	ASM5640665v1	SAMN42779101	Burkholderiaceae bacterium P1_B2_2	7645183
GCA_056406675	ASM5640667v1	SAMN42779099	Caulobacter sp. P1_B12_2	5057669
GCA_056406695	ASM5640669v1	SAMN42779098	Priestia sp. P1_B12_1	5698897
GCA_056406715	ASM5640671v1	SAMN42779097	Arthrobacter sp. P1_B11	4848489
GCA_056406735	ASM5640673v1	SAMN42779096	Allobosea sp. P1_B10	5418549
GCA_056406755	ASM5640675v1	SAMN42779095	Rhizobium sp. P1_A9	7846285
GCA_056406775	ASM5640677v1	SAMN42779094	Allobosea sp. P1_A7	7678591
GCA_056406795	ASM5640679v1	SAMN42779093	Neorhizobium sp. P1_A6	6153651
GCA_056406815	ASM5640681v1	SAMN42779091	Mucilaginibacter sp. P1_A4	7297445
GCA_056406825	ASM5640682v1	SAMN42779092	Arthrobacter sp. P1_A5	4468173
GCA_056406855	ASM5640685v1	SAMN42779090	Mucilaginibacter sp. P1_A3	7307393
GCA_056406875	ASM5640687v1	SAMN42779088	Mesorhizobium sp. P1_A12	6860967
GCA_056406895	ASM5640689v1	SAMN42779089	Polaromonas sp. P1_A2	5000657
GCA_056406915	ASM5640691v1	SAMN42779087	Variovorax sp. P1_A11	10055510
GCA_056406935	ASM5640693v1	SAMN42779085	Pseudomonas sp. P1_A1	6390523
GCA_056406955	ASM5640695v1	SAMN42779086	Rhizobium sp. P1_A10	7139931
GCA_056555145	ASM5655514v1	SAMN42779366	Mycolicibacterium sp. P4_G11	5935921
GCA_056555165	ASM5655516v1	SAMN42779342	Massilia sp. P4_E2	7297894
